"treatment","TreatmentLong","maximum","mean","median"
"D","50 uM Dexa",14.4222,9.95091,8.94427
"D","50 uM Dexa",26,14.55414,14.14214
"D","50 uM Dexa",22.62742,16.19259,15.6205
"D","50 uM Dexa",37.57659,26.2219,26.49461
"D","50 uM Dexa",28.28427,18.65359,18
"D","50 uM Dexa",20,15.68146,16.12452
"D","50 uM Dexa",32.06244,21.86723,21.54066
"D","50 uM Dexa",22,14.75042,14
"D","50 uM Dexa",19.69772,15.00863,16
"D","50 uM Dexa",43.86343,34.68365,38.20995
"D","50 uM Dexa",25.29822,13.57778,12.64911
"D","50 uM Dexa",17.88854,9.76083,8.24621
"D","50 uM Dexa",15.6205,9.38278,7.2111
"D","50 uM Dexa",30,24.43762,25.64911
"D","50 uM Dexa",22.62742,14.33984,12.80625
"D","50 uM Dexa",33.10589,22.58972,24.73863
"D","50 uM Dexa",24.33105,19.67779,20
"D","50 uM Dexa",26,19.13818,17.88854
"D","50 uM Dexa",25.05993,16.68204,16.12452
"D","50 uM Dexa",16,12.07266,13.41641
"D","50 uM Dexa",30.52868,23.08164,24
"D","50 uM Dexa",11.6619,9.12582,8.94427
"D","50 uM Dexa",29.73214,22.79118,22.09072
"D","50 uM Dexa",26,22.76044,25.80625
"D","50 uM Dexa",30,20.58546,20.59126
"D","50 uM Dexa",39.44617,31.06559,32.98484
"D","50 uM Dexa",30,21.6117,22
"D","50 uM Dexa",14.14214,10.52401,10
"D","50 uM Dexa",15.6205,12.67216,12.64911
"D","50 uM Dexa",22,16.60071,17.88854
"D","50 uM Dexa",23.4094,13.75444,12.40732
"D","50 uM Dexa",20,16.64903,18.11077
"D","50 uM Dexa",23.4094,17.06844,16.97056
"D","50 uM Dexa",21.26029,16.86338,18.43909
"D","50 uM Dexa",30,23.37406,24
"D","50 uM Dexa",14.14214,8.6248,8.24621
"D","50 uM Dexa",31.04835,27.75372,29.12044
"D","50 uM Dexa",21.26029,14.17823,14.14214
"D","50 uM Dexa",18,12.51506,12.53916
"D","50 uM Dexa",19.79899,12.49761,11.6619
"D","50 uM Dexa",30.26549,22.23501,24
"D","50 uM Dexa",14.14214,9.88515,10
"D","50 uM Dexa",24.16609,17.01089,16
"D","50 uM Dexa",27.20294,17.1408,17.08801
"D","50 uM Dexa",12.16553,9.55148,10.19804
"D","50 uM Dexa",20.88061,11.50479,11.6619
"D","50 uM Dexa",24.16609,17.22309,16.12452
"D","50 uM Dexa",28.07134,21.60679,20.88061
"D","50 uM Dexa",29.12044,15.41291,12.09337
"D","50 uM Dexa",22,19.76772,20.39608
"D","50 uM Dexa",22,13.54755,11.83095
"D","50 uM Dexa",18.43909,13.9309,14
"D","50 uM Dexa",16,9.32181,8
"D","50 uM Dexa",28.63564,24.98801,24.73863
"D","50 uM Dexa",24.16609,16.75157,19.69772
"D","50 uM Dexa",17.88854,14.69868,15.23155
"D","50 uM Dexa",33.28663,24.42892,24.08319
"D","50 uM Dexa",16.97056,15.07138,15.6205
"D","50 uM Dexa",29.52965,22.57144,22.49405
"D","50 uM Dexa",16.97056,13.20329,14.14214
"D","50 uM Dexa",18.97367,16.36505,16.49242
"D","50 uM Dexa",26,12.71621,12
"D","50 uM Dexa",72.47068,53.02557,50.9902
"D","50 uM Dexa",24.08319,15.08244,14.4222
"D","50 uM Dexa",15.23155,11.04094,11.31371
"D","50 uM Dexa",14.56022,12.95933,13.03276
"D","50 uM Dexa",30,21.77344,22.80351
"D","50 uM Dexa",22.36068,18.63633,18.65353
"D","50 uM Dexa",18,10.13857,8.24621
"D","50 uM Dexa",20,13.22126,11.6619
"D","50 uM Dexa",22.80351,18.47067,20.59126
"D","50 uM Dexa",22.36068,17.00576,18.16382
"D","50 uM Dexa",20.59126,11.91381,11.83095
"D","50 uM Dexa",22,17.19223,18.05539
"D","50 uM Dexa",16.12452,9.02995,7.2111
"D","50 uM Dexa",15.23155,10.51817,10.77033
"D","50 uM Dexa",18.97367,14.15341,14.4222
"D","50 uM Dexa",44.72136,29.87196,29.73214
"D","50 uM Dexa",24.41311,18.28987,17.88854
"D","50 uM Dexa",24,15.83821,13.41641
"D","50 uM Dexa",13.41641,12.33564,12.64911
"D","50 uM Dexa",20.59126,15.84072,16.30847
"D","50 uM Dexa",56.85068,48.16631,44.40721
"D","50 uM Dexa",17.88854,11.40045,10.77033
"D","50 uM Dexa",13.41641,10.49693,10.19804
"D","50 uM Dexa",30.46309,20.16599,21.54066
"D","50 uM Dexa",148.08105,94.39336,95.6451
"D","50 uM Dexa",16.97056,11.82787,12.16553
"D","50 uM Dexa",24.73863,17.20327,17.88854
"D","50 uM Dexa",15.23155,14.31383,14
"D","50 uM Dexa",18.97367,13.13557,11.6619
"D","50 uM Dexa",21.26029,12.83381,12.16553
"D","50 uM Dexa",22,18.23655,18
"D","50 uM Dexa",32.24903,26.43185,26
"D","50 uM Dexa",16.12452,14.13987,14.4222
"D","50 uM Dexa",21.26029,13.24041,13.41641
"D","50 uM Dexa",16.97056,11.37177,11.31371
"D","50 uM Dexa",31.04835,16.02192,16.12452
"D","50 uM Dexa",21.54066,15.84638,15.23155
"D","50 uM Dexa",17.08801,12.08351,12.32456
"D","50 uM Dexa",18.43909,12.31109,12.80625
"D","50 uM Dexa",50.91169,43.92241,45.60702
"D","50 uM Dexa",38.20995,25.7302,25.05993
"D","50 uM Dexa",25.29822,18.28942,20.39608
"D","50 uM Dexa",30.46309,21.07129,21.40047
"D","50 uM Dexa",18.97367,11.24932,10.77033
"D","50 uM Dexa",16.12452,10.95448,10
"D","50 uM Dexa",30,21.64944,22
"D","50 uM Dexa",29.73214,18.43821,18
"D","50 uM Dexa",8,8,8
"D","50 uM Dexa",21.26029,14.7162,14.14214
"D","50 uM Dexa",16,12.96149,16
"D","50 uM Dexa",21.54066,13.93497,13.77927
"D","50 uM Dexa",39.84972,28.09608,30.52868
"D","50 uM Dexa",40.49691,29.81834,29.52965
"D","50 uM Dexa",41.03657,31.76192,31.1127
"D","50 uM Dexa",26.90725,15.04211,12.72768
"D","50 uM Dexa",24.08319,18.38419,19.69772
"D","50 uM Dexa",21.26029,15.75741,17.08801
"D","50 uM Dexa",29.73214,26.39212,25.29822
"D","50 uM Dexa",23.32381,17.42176,17.08801
"D","50 uM Dexa",18.43909,13.61444,14.89588
"D","50 uM Dexa",16,11.48788,10.19804
"D","50 uM Dexa",28.28427,23.96526,25.29822
"D","50 uM Dexa",18.97367,12.63947,12.16553
"D","50 uM Dexa",20.39608,12.18778,11.31371
"D","50 uM Dexa",29.12044,19.17299,20
"D","50 uM Dexa",22.36068,14.44798,14.14214
"D","50 uM Dexa",15.6205,12.47601,12.72768
"D","50 uM Dexa",18.11077,13.25817,14.4222
"D","50 uM Dexa",16,11.08731,11.6619
"D","50 uM Dexa",21.26029,14.80491,15.6205
"D","50 uM Dexa",20.39608,15.97036,16.06226
"D","50 uM Dexa",28.42534,23.2561,23.7035
"D","50 uM Dexa",20.39608,13.42972,13.41641
"D","50 uM Dexa",20,19.3222,20
"D","50 uM Dexa",47.70744,37.95151,39.84943
"D","50 uM Dexa",17.88854,11.91998,12.80625
"D","50 uM Dexa",16.12452,13.75679,16
"D","50 uM Dexa",19.69772,15.68921,17.08801
"D","50 uM Dexa",31.30495,22.68356,22.80351
"D","50 uM Dexa",12.80625,10.36147,11.48781
"D","50 uM Dexa",28.28427,22.43291,23.7035
"D","50 uM Dexa",31.30495,22.57128,22.62742
"D","50 uM Dexa",18,15.67045,16
"D","50 uM Dexa",17.88854,11.4455,10.77033
"D","50 uM Dexa",30.46309,23.12701,24.16609
"D","50 uM Dexa",18.43909,14.32608,14.4222
"D","50 uM Dexa",26,24.75704,26
"D","50 uM Dexa",22.62742,15.53639,15.42602
"D","50 uM Dexa",23.32381,17.42724,16.12452
"D","50 uM Dexa",21.26029,12.33543,11.31371
"D","50 uM Dexa",22.80351,15.57935,15.23155
"D","50 uM Dexa",36.76955,29.19349,29.73214
"D","50 uM Dexa",18,17.04571,17.544
"D","50 uM Dexa",26,22.97682,23.40175
"D","50 uM Dexa",15.6205,10.771,10
"D","50 uM Dexa",15.23155,12.12244,11.6619
"D","50 uM Dexa",36.05551,26.70299,28.84441
"D","50 uM Dexa",29.12044,20.97126,22.58209
"D","50 uM Dexa",21.26029,15.79541,15.6205
"D","50 uM Dexa",24.08319,17.23718,17.08801
"D","50 uM Dexa",14.14214,10.14212,10
"D","50 uM Dexa",20.39608,14.47981,13.41641
"D","50 uM Dexa",28.28427,23.28714,22.71546
"D","50 uM Dexa",54.91812,45.95927,44.94441
"D","50 uM Dexa",16.12452,12.60269,12
"D","50 uM Dexa",14,11.2706,10.77033
"D","50 uM Dexa",24.73863,18.8436,20
"D","50 uM Dexa",31.04835,20.7336,20
"D","50 uM Dexa",22.36068,16.97132,17
"D","50 uM Dexa",10.77033,7.65666,7.2111
"D","50 uM Dexa",32.98484,27.32661,30
"D","50 uM Dexa",24,16.14213,18
"D","50 uM Dexa",28,26.44358,28
"DT","50 uM Dexa +300 nM Testo",16,13.79552,14
"DT","50 uM Dexa +300 nM Testo",46.17358,23.27262,22
"DT","50 uM Dexa +300 nM Testo",26,20.38209,20.88061
"DT","50 uM Dexa +300 nM Testo",28,22.15544,22
"DT","50 uM Dexa +300 nM Testo",24.08319,17.20343,19.79899
"DT","50 uM Dexa +300 nM Testo",25.05993,16.99755,16.49242
"DT","50 uM Dexa +300 nM Testo",28.07134,23.6767,24.73863
"DT","50 uM Dexa +300 nM Testo",16.97056,12.35325,12.80625
"DT","50 uM Dexa +300 nM Testo",26,14.67579,16
"DT","50 uM Dexa +300 nM Testo",26.30589,15.25341,16
"DT","50 uM Dexa +300 nM Testo",26.90725,12.87969,12
"DT","50 uM Dexa +300 nM Testo",20,17.44429,20
"DT","50 uM Dexa +300 nM Testo",22,12.79288,12
"DT","50 uM Dexa +300 nM Testo",18.86796,12.91721,13.41641
"DT","50 uM Dexa +300 nM Testo",20,13.86634,16
"DT","50 uM Dexa +300 nM Testo",12.80625,8.77857,8.24621
"DT","50 uM Dexa +300 nM Testo",20,13.4307,13.41641
"DT","50 uM Dexa +300 nM Testo",26,18.08931,17.08801
"DT","50 uM Dexa +300 nM Testo",19.69772,12.84597,10.77033
"DT","50 uM Dexa +300 nM Testo",22,19.72449,20
"DT","50 uM Dexa +300 nM Testo",24,18.49128,18
"DT","50 uM Dexa +300 nM Testo",29.12044,17.25239,13.41641
"DT","50 uM Dexa +300 nM Testo",36.05551,28.91928,29.32504
"DT","50 uM Dexa +300 nM Testo",17.88854,13.12877,13.41641
"DT","50 uM Dexa +300 nM Testo",34,20.96965,21.54066
"DT","50 uM Dexa +300 nM Testo",31.1127,24.03353,24.41311
"DT","50 uM Dexa +300 nM Testo",26.68333,18.76851,18.86796
"DT","50 uM Dexa +300 nM Testo",8.94427,7.49803,7.2111
"DT","50 uM Dexa +300 nM Testo",18.43909,12.85772,14.14214
"DT","50 uM Dexa +300 nM Testo",41.61731,18.94066,16.97056
"DT","50 uM Dexa +300 nM Testo",16.12452,10.74304,10
"DT","50 uM Dexa +300 nM Testo",22.80351,14.41806,14.07107
"DT","50 uM Dexa +300 nM Testo",43.86343,27.47406,26
"DT","50 uM Dexa +300 nM Testo",28.28427,17.10968,18
"DT","50 uM Dexa +300 nM Testo",26,22.70054,24.73863
"DT","50 uM Dexa +300 nM Testo",36.05551,27.08041,26.87003
"DT","50 uM Dexa +300 nM Testo",46.04346,39.42055,41.49614
"DT","50 uM Dexa +300 nM Testo",23.32381,20.23649,20.09975
"DT","50 uM Dexa +300 nM Testo",25.29822,22.66457,23.4094
"DT","50 uM Dexa +300 nM Testo",21.26029,14.9469,14.14214
"DT","50 uM Dexa +300 nM Testo",62.80127,29.96937,25.01843
"DT","50 uM Dexa +300 nM Testo",25.05993,18.52426,18.43909
"DT","50 uM Dexa +300 nM Testo",26,14.80219,14.14214
"DT","50 uM Dexa +300 nM Testo",20.09975,13.86988,14
"DT","50 uM Dexa +300 nM Testo",18.43909,10.72127,10.19804
"DT","50 uM Dexa +300 nM Testo",26,16.08809,16.30847
"DT","50 uM Dexa +300 nM Testo",31.1127,23.4575,24.08319
"DT","50 uM Dexa +300 nM Testo",21.54066,16.85134,16
"DT","50 uM Dexa +300 nM Testo",32.55764,18.63727,17.88854
"DT","50 uM Dexa +300 nM Testo",28,17.54661,16
"DT","50 uM Dexa +300 nM Testo",41.03657,34.51166,33.94112
"DT","50 uM Dexa +300 nM Testo",30.46309,20.58549,21.26029
"DT","50 uM Dexa +300 nM Testo",24.08319,17.93822,17.88854
"DT","50 uM Dexa +300 nM Testo",24.33105,18.10847,18.97367
"DT","50 uM Dexa +300 nM Testo",32.24903,28.18167,27.92839
"DT","50 uM Dexa +300 nM Testo",16.49242,14.31258,14.14214
"DT","50 uM Dexa +300 nM Testo",30.46309,16.48124,13.77927
"DT","50 uM Dexa +300 nM Testo",29.12044,21.03251,22.36068
"DT","50 uM Dexa +300 nM Testo",34.4093,23.49535,22.36068
"DT","50 uM Dexa +300 nM Testo",20.39608,15.30934,15.23155
"DT","50 uM Dexa +300 nM Testo",41.03657,32.96778,35.69304
"DT","50 uM Dexa +300 nM Testo",19.69772,12.84095,12.80625
"DT","50 uM Dexa +300 nM Testo",18.97367,14.13455,14
"DT","50 uM Dexa +300 nM Testo",32.55764,22.28632,21.26029
"DT","50 uM Dexa +300 nM Testo",52,37.36774,36.74234
"DT","50 uM Dexa +300 nM Testo",22.62742,14.86763,14.14214
"DT","50 uM Dexa +300 nM Testo",16.12452,13.97641,14.14214
"DT","50 uM Dexa +300 nM Testo",16.12452,10.93352,10
"DT","50 uM Dexa +300 nM Testo",37.73592,29.67257,31.30495
"DT","50 uM Dexa +300 nM Testo",28,16.62784,17.08801
"DT","50 uM Dexa +300 nM Testo",20,16.83172,16
"DT","50 uM Dexa +300 nM Testo",29.73214,14.89623,14.4222
"DT","50 uM Dexa +300 nM Testo",24.08319,15.22031,15.6205
"DT","50 uM Dexa +300 nM Testo",38.47077,32.50064,31.20882
"DT","50 uM Dexa +300 nM Testo",18,15.31133,16
"DT","50 uM Dexa +300 nM Testo",22.62742,19.64222,19.79899
"DT","50 uM Dexa +300 nM Testo",20,16.75904,20
"DT","50 uM Dexa +300 nM Testo",29.12044,22.32171,22.36068
"DT","50 uM Dexa +300 nM Testo",27.85678,18.56674,18.43909
"DT","50 uM Dexa +300 nM Testo",38.83298,27.14054,28.63564
"DT","50 uM Dexa +300 nM Testo",31.241,25.58209,26.83282
"DT","50 uM Dexa +300 nM Testo",32.31099,28.07883,28.63564
"DT","50 uM Dexa +300 nM Testo",22.36068,17.64273,17.88854
"DT","50 uM Dexa +300 nM Testo",41.23106,29.73759,29.73214
"DT","50 uM Dexa +300 nM Testo",39.84972,29.4698,26.83282
"DT","50 uM Dexa +300 nM Testo",34.52535,20.87178,20.39608
"DT","50 uM Dexa +300 nM Testo",19.79899,14.47834,14.14214
"DT","50 uM Dexa +300 nM Testo",20.59126,14.74686,14.14214
"DT","50 uM Dexa +300 nM Testo",35.38361,29.32542,29.73214
"DT","50 uM Dexa +300 nM Testo",28.63564,19.84687,18.97367
"DT","50 uM Dexa +300 nM Testo",29.52965,22.11535,22.62742
"DT","50 uM Dexa +300 nM Testo",24.08319,10.95415,10
"DT","50 uM Dexa +300 nM Testo",22.80351,13.40586,12.64911
"DT","50 uM Dexa +300 nM Testo",31.1127,20.85695,22.36068
"DT","50 uM Dexa +300 nM Testo",23.32381,18.6391,18.43909
"DT","50 uM Dexa +300 nM Testo",69.07967,58.63807,65.51336
"DT","50 uM Dexa +300 nM Testo",23.4094,14.54244,8
"DT","50 uM Dexa +300 nM Testo",14.4222,9.75931,8.94427
"DT","50 uM Dexa +300 nM Testo",16.97056,12.12064,11.31371
"DT","50 uM Dexa +300 nM Testo",19.69772,14.01086,13.41641
"DT","50 uM Dexa +300 nM Testo",24.16609,20.62405,20.59126
"DT","50 uM Dexa +300 nM Testo",37.57659,22.61272,19.98963
"DT","50 uM Dexa +300 nM Testo",26.90725,21.34539,21.40047
"DT","50 uM Dexa +300 nM Testo",16.12452,11.67996,11.31371
"DT","50 uM Dexa +300 nM Testo",59.05929,40.82318,42
"DT","50 uM Dexa +300 nM Testo",16.97056,13.07522,14.14214
"DT","50 uM Dexa +300 nM Testo",37.94733,32.56909,32.24903
"DT","50 uM Dexa +300 nM Testo",29.73214,22.58923,24.08319
"DT","50 uM Dexa +300 nM Testo",30.46309,23.38405,22
"DT","50 uM Dexa +300 nM Testo",25.45584,19.44756,20
"DT","50 uM Dexa +300 nM Testo",20,13.98212,14
"DT","50 uM Dexa +300 nM Testo",23.4094,12.28966,8
"DT","50 uM Dexa +300 nM Testo",23.4094,15.03003,14.4222
"DT","50 uM Dexa +300 nM Testo",26.68333,22.13633,22.36068
"DT","50 uM Dexa +300 nM Testo",47.41308,35.69862,34.02939
"DT","50 uM Dexa +300 nM Testo",39.59798,14.07695,14
"DT","50 uM Dexa +300 nM Testo",18.97367,11.54216,11.31371
"DT","50 uM Dexa +300 nM Testo",27.78489,21.99322,24.16609
"DT","50 uM Dexa +300 nM Testo",21.26029,17.70016,17.88854
"DT","50 uM Dexa +300 nM Testo",19.79899,14.14342,14.14214
"DT","50 uM Dexa +300 nM Testo",22.80351,17.34813,17.88854
"DT","50 uM Dexa +300 nM Testo",14.56022,9.25638,8.48528
"DT","50 uM Dexa +300 nM Testo",16.97056,12.19504,11.31371
"DT","50 uM Dexa +300 nM Testo",32.24903,22.38927,21.40047
"DT","50 uM Dexa +300 nM Testo",20.59126,14.62764,14.89588
"DT","50 uM Dexa +300 nM Testo",37.36308,30.64278,34.05877
"DT","50 uM Dexa +300 nM Testo",40.04997,35.15902,35.77709
"DT","50 uM Dexa +300 nM Testo",31.04835,25.87536,26.07681
"DT","50 uM Dexa +300 nM Testo",20,11.48337,10.77033
"DT","50 uM Dexa +300 nM Testo",19.69772,11.17996,8.71478
"DT","50 uM Dexa +300 nM Testo",17.88854,13.85292,14.56022
"DT","50 uM Dexa +300 nM Testo",26,16.13276,15.61577
"DT","50 uM Dexa +300 nM Testo",24.33105,19.32502,20.59126
"DT","50 uM Dexa +300 nM Testo",26.68333,19.30254,18.27493
"DT","50 uM Dexa +300 nM Testo",45.60702,21.19173,16.49242
"DT","50 uM Dexa +300 nM Testo",18.43909,16.062,16.12452
"DT","50 uM Dexa +300 nM Testo",35.38361,22.86178,23.06366
"DT","50 uM Dexa +300 nM Testo",17.08801,9.2569,7.60555
"DT","50 uM Dexa +300 nM Testo",40.1995,20.40033,18.43909
"DT","50 uM Dexa +300 nM Testo",24.73863,18.72964,19.69772
"DT","50 uM Dexa +300 nM Testo",33.10589,23.2948,24.61301
"DT","50 uM Dexa +300 nM Testo",21.54066,15.81862,15.61577
"DT","50 uM Dexa +300 nM Testo",72,65.50262,69.64265
"DT","50 uM Dexa +300 nM Testo",26.07681,20.73431,20.39608
"DT","50 uM Dexa +300 nM Testo",16.12452,12.13931,11.6619
"DT","50 uM Dexa +300 nM Testo",22.36068,13.10623,11.6619
"DT","50 uM Dexa +300 nM Testo",15.23155,8.54978,8
"DT","50 uM Dexa +300 nM Testo",35.77709,29.1178,26.83282
"DT","50 uM Dexa +300 nM Testo",26,17.89654,17.88854
"DT","50 uM Dexa +300 nM Testo",30,24.56262,24.73863
"DT","50 uM Dexa +300 nM Testo",32.55764,21.27958,21.54066
"DT","50 uM Dexa +300 nM Testo",28,19.51415,20
"DT","50 uM Dexa +300 nM Testo",29.73214,23.15751,22.49405
"DT","50 uM Dexa +300 nM Testo",24.08319,18.22943,19.69772
"DT","50 uM Dexa +300 nM Testo",34.52535,22.9947,22.09072
"DT","50 uM Dexa +300 nM Testo",19.79899,11.96583,10.77033
"DT","50 uM Dexa +300 nM Testo",27.85678,16.29653,16.12452
"DT","50 uM Dexa +300 nM Testo",17.88854,13.67875,13.41641
"DT","50 uM Dexa +300 nM Testo",19.79899,12.66584,11.6619
"DT","50 uM Dexa +300 nM Testo",32.98484,24.57535,26
"DT","50 uM Dexa +300 nM Testo",41.03657,28.88013,33.64332
"DT","50 uM Dexa +300 nM Testo",29.73214,18.26832,18.86796
"DT","50 uM Dexa +300 nM Testo",26,17.43403,17.02929
"DT","50 uM Dexa +300 nM Testo",19.69772,11.59443,10.77033
"DT","50 uM Dexa +300 nM Testo",22.80351,12.77455,12.08276
"DT","50 uM Dexa +300 nM Testo",13.41641,8.26973,7.2111
"DT","50 uM Dexa +300 nM Testo",57.27129,30.38798,24.53484
"DT","50 uM Dexa +300 nM Testo",23.4094,18.2356,18.43909
"DT","50 uM Dexa +300 nM Testo",36.76955,24.17915,23.06366
"DT","50 uM Dexa +300 nM Testo",20.39608,13.43937,13.41641
"DT","50 uM Dexa +300 nM Testo",20.09975,13.94825,12.16553
"DT","50 uM Dexa +300 nM Testo",22.36068,17.63034,17.88854
"DT","50 uM Dexa +300 nM Testo",29.52965,22.28878,22.80351
"DT","50 uM Dexa +300 nM Testo",24.08319,21.64637,22.09072
"DT","50 uM Dexa +300 nM Testo",25.45584,17.40416,17.5466
"DT","50 uM Dexa +300 nM Testo",20,15.73139,14.56022
"DT","50 uM Dexa +300 nM Testo",16.97056,11.37253,10.19804
"DT","50 uM Dexa +300 nM Testo",26.83282,18.39023,19.79899
"DT","50 uM Dexa +300 nM Testo",28,21.74261,24.12464
"DT","50 uM Dexa +300 nM Testo",29.12044,18.48962,17.99966
"DT","50 uM Dexa +300 nM Testo",20.39608,13.96961,14.14214
"DT","50 uM Dexa +300 nM Testo",24.08319,14.37753,12.80625
"DT","50 uM Dexa +300 nM Testo",31.62278,24.76566,26.07681
"DT","50 uM Dexa +300 nM Testo",22.80351,13.73777,14
"DT","50 uM Dexa +300 nM Testo",32.55764,22.08761,24.08319
"DT","50 uM Dexa +300 nM Testo",31.04835,24.01913,27.20294
"DT","50 uM Dexa +300 nM Testo",28.84441,17.02737,15.6205
"DT","50 uM Dexa +300 nM Testo",24.08319,14.60058,13.40312
"DT","50 uM Dexa +300 nM Testo",54.33231,39.76379,40.32094
"DT","50 uM Dexa +300 nM Testo",24.08319,17.33545,16.97056
"DT","50 uM Dexa +300 nM Testo",16.97056,15.00586,15.6205
"DT","50 uM Dexa +300 nM Testo",23.32381,18.21791,18.43909
"DT","50 uM Dexa +300 nM Testo",22.36068,17.75461,17.88854
"DT","50 uM Dexa +300 nM Testo",18.43909,11.17283,10
"DT","50 uM Dexa +300 nM Testo",10.77033,8.67799,8.48528
"DT","50 uM Dexa +300 nM Testo",19.79899,10.57241,8.94427
"DT","50 uM Dexa +300 nM Testo",24,17.464,16.24621
"DT","50 uM Dexa +300 nM Testo",24.08319,17.19882,17.08801
"DT","50 uM Dexa +300 nM Testo",30,23.82659,24.08319
"DT","50 uM Dexa +300 nM Testo",19.69772,15.62469,16
"DT","50 uM Dexa +300 nM Testo",15.23155,10.27753,10.19804
"DT","50 uM Dexa +300 nM Testo",31.241,22.52617,22.36068
"DT","50 uM Dexa +300 nM Testo",16,9.46692,10
"DT","50 uM Dexa +300 nM Testo",14.14214,9.4997,8.24621
"DT","50 uM Dexa +300 nM Testo",26.90725,20.19487,20
"DT","50 uM Dexa +300 nM Testo",15.23155,9.49405,8.94427
"DT","50 uM Dexa +300 nM Testo",16.12452,12.53482,12.80625
"DT","50 uM Dexa +300 nM Testo",18.43909,10.59166,8.94427
"DT","50 uM Dexa +300 nM Testo",40,22.3535,20.3398
"DT","50 uM Dexa +300 nM Testo",26.83282,22.89788,22.80351
"DT","50 uM Dexa +300 nM Testo",18,9.69916,8.24621
"DT","50 uM Dexa +300 nM Testo",16.12452,10.61811,8.94427
"DT","50 uM Dexa +300 nM Testo",19.69772,16.3498,18
"DT","50 uM Dexa +300 nM Testo",20,12.82687,12.80625
"DT","50 uM Dexa +300 nM Testo",29.52965,20.06435,18.65353
"DT","50 uM Dexa +300 nM Testo",15.23155,10.77163,10.77033
"DT","50 uM Dexa +300 nM Testo",21.26029,16.37893,16.12452
"DT","50 uM Dexa +300 nM Testo",43.86343,25.64625,24.08319
"DT","50 uM Dexa +300 nM Testo",20,14.05072,13.41641
"DT","50 uM Dexa +300 nM Testo",22,14.82052,14.56022
"DT","50 uM Dexa +300 nM Testo",50.9902,42.33102,44.94441
"DT","50 uM Dexa +300 nM Testo",13.41641,9.48397,10
"DT","50 uM Dexa +300 nM Testo",26.07681,22.16572,22.36068
"DT","50 uM Dexa +300 nM Testo",27.85678,19.11615,18.43909
"DT","50 uM Dexa +300 nM Testo",27.78489,21.85729,21.26029
"DT","50 uM Dexa +300 nM Testo",28.28427,21.27583,20.88061
"DT","50 uM Dexa +300 nM Testo",16.97056,11.57322,10.77033
"DT","50 uM Dexa +300 nM Testo",32.24903,24.10731,26
"DT","50 uM Dexa +300 nM Testo",24.08319,19.4447,19.69772
"DT","50 uM Dexa +300 nM Testo",17.88854,14.4206,15.23155
"DT","50 uM Dexa +300 nM Testo",36.76955,24.63864,24.08319
"DT","50 uM Dexa +300 nM Testo",18.43909,12.18844,11.6619
"DT","50 uM Dexa +300 nM Testo",31.30495,26.52102,27.20294
"DT","50 uM Dexa +300 nM Testo",18.86796,12.47665,12.64911
"DT","50 uM Dexa +300 nM Testo",21.26029,18.08938,18.43909
"DT","50 uM Dexa +300 nM Testo",18.43909,11.42426,10.77033
"DT","50 uM Dexa +300 nM Testo",19.69772,14.48209,14.4222
"DT","50 uM Dexa +300 nM Testo",20.88061,15.59019,16.49242
"DT","50 uM Dexa +300 nM Testo",25.6125,23.24676,24.08319
"DT","50 uM Dexa +300 nM Testo",23.32381,16.7939,17.02929
"DT","50 uM Dexa +300 nM Testo",20,15.50501,15.87251
"DT","50 uM Dexa +300 nM Testo",15.23155,10.72996,10
"DT","50 uM Dexa +300 nM Testo",21.26029,12.47366,11.31371
"DT","50 uM Dexa +300 nM Testo",19.69772,12.23846,12.64911
"DT","50 uM Dexa +300 nM Testo",24.41311,14.91814,12.64911
"DT","50 uM Dexa +300 nM Testo",19.79899,13.01175,13.41641
"DT","50 uM Dexa +300 nM Testo",25.05993,16.095,16.97056
"DT","50 uM Dexa +300 nM Testo",21.26029,15.7631,16.12452
"DT","50 uM Dexa +300 nM Testo",18.86796,11.80761,10.77033
"DT","50 uM Dexa +300 nM Testo",20.59126,16.38099,16
"DT","50 uM Dexa +300 nM Testo",38.20995,31.60218,32.43431
"DT","50 uM Dexa +300 nM Testo",24.41311,18.53236,17.88854
"DT","50 uM Dexa +300 nM Testo",35.44009,14.72288,16.12452
"DT","50 uM Dexa +300 nM Testo",16,11.56174,11.6619
"DT","50 uM Dexa +300 nM Testo",21.63331,17.14532,17.08801
"DT","50 uM Dexa +300 nM Testo",17.88854,12.10423,12.64911
"DT","50 uM Dexa +300 nM Testo",30,22.38553,20
"DT","50 uM Dexa +300 nM Testo",17.88854,11.59183,11.6619
"DT","50 uM Dexa +300 nM Testo",27.78489,21.00927,20.59126
"DT","50 uM Dexa +300 nM Testo",18.97367,13.96,12.64911
"DT","50 uM Dexa +300 nM Testo",16.12452,10.52934,8.94427
"DT","50 uM Dexa +300 nM Testo",38.20995,28.16393,31.77699
"DT","50 uM Dexa +300 nM Testo",17.08801,13.00987,12.80625
"DT","50 uM Dexa +300 nM Testo",22,17.11774,18.86796
"DT","50 uM Dexa +300 nM Testo",25.05993,21.09953,21.54066
"DT","50 uM Dexa +300 nM Testo",37.20215,33.76051,33.28663
"DT","50 uM Dexa +300 nM Testo",28.28427,21.5886,24.08319
"DT","50 uM Dexa +300 nM Testo",25.29822,16.67848,16.12452
"DT","50 uM Dexa +300 nM Testo",30.52868,24.43351,23.32381
"DT","50 uM Dexa +300 nM Testo",18.86796,12.8219,11.6619
